day,project,usd_volume
2021-02-23T00:00:00+00:00,Sushiswap,1283823088.96338
2021-02-23T00:00:00+00:00,Uniswap,1817588741.4716508
2021-02-24T00:00:00+00:00,Sushiswap,518162464.6413521
2021-02-24T00:00:00+00:00,Uniswap,1194972840.7441075
2021-02-25T00:00:00+00:00,Sushiswap,381847842.53889257
2021-02-25T00:00:00+00:00,Uniswap,1071780945.914673
2021-02-26T00:00:00+00:00,Sushiswap,523781059.10527635
2021-02-26T00:00:00+00:00,Uniswap,1089475128.8235576
2021-02-27T00:00:00+00:00,Sushiswap,367584677.9103114
2021-02-27T00:00:00+00:00,Uniswap,834169604.1359988
2021-02-28T00:00:00+00:00,Sushiswap,555417256.5204518
2021-02-28T00:00:00+00:00,Uniswap,1055791644.1274879
2021-03-01T00:00:00+00:00,Sushiswap,409824456.3453838
2021-03-01T00:00:00+00:00,Uniswap,924758039.8747506
2021-03-02T00:00:00+00:00,Sushiswap,502251197.4974866
2021-03-02T00:00:00+00:00,Uniswap,909749314.8439714
2021-03-03T00:00:00+00:00,Sushiswap,344306764.88058406
2021-03-03T00:00:00+00:00,Uniswap,926972481.715856
2021-03-04T00:00:00+00:00,Sushiswap,380704908.9170247
2021-03-04T00:00:00+00:00,Uniswap,916413328.3103288
2021-03-05T00:00:00+00:00,Sushiswap,352461335.11433923
2021-03-05T00:00:00+00:00,Uniswap,1053007153.449111
2021-03-06T00:00:00+00:00,Sushiswap,286293059.4227299
2021-03-06T00:00:00+00:00,Uniswap,851833992.7581658
2021-03-07T00:00:00+00:00,Sushiswap,287894935.21223396
2021-03-07T00:00:00+00:00,Uniswap,1182798383.835316
2021-03-08T00:00:00+00:00,Sushiswap,326905486.39930093
2021-03-08T00:00:00+00:00,Uniswap,1196630806.3571134
2021-03-09T00:00:00+00:00,Sushiswap,411696695.3872199
2021-03-09T00:00:00+00:00,Uniswap,1199212041.7991397
2021-03-10T00:00:00+00:00,Sushiswap,283227845.1752532
2021-03-10T00:00:00+00:00,Uniswap,1042944509.973029
2021-03-11T00:00:00+00:00,Sushiswap,301917026.8761443
2021-03-11T00:00:00+00:00,Uniswap,1049706009.3332261
2021-03-12T00:00:00+00:00,Sushiswap,279695759.599997
2021-03-12T00:00:00+00:00,Uniswap,1162260520.488293
2021-03-13T00:00:00+00:00,Sushiswap,418330632.4522822
2021-03-13T00:00:00+00:00,Uniswap,1104674370.6475592
2021-03-14T00:00:00+00:00,Sushiswap,283458877.2821498
2021-03-14T00:00:00+00:00,Uniswap,1107661720.2331688
2021-03-15T00:00:00+00:00,Sushiswap,301981225.0280587
2021-03-15T00:00:00+00:00,Uniswap,1148822696.733278
2021-03-16T00:00:00+00:00,Sushiswap,259857945.1189294
2021-03-16T00:00:00+00:00,Uniswap,1058534406.1022445
2021-03-17T00:00:00+00:00,Sushiswap,260057407.8937587
2021-03-17T00:00:00+00:00,Uniswap,1053581801.8088422
2021-03-18T00:00:00+00:00,Sushiswap,223073889.2567907
2021-03-18T00:00:00+00:00,Uniswap,957616860.9570059
2021-03-19T00:00:00+00:00,Sushiswap,235671236.9533743
2021-03-19T00:00:00+00:00,Uniswap,1081131182.2424262
2021-03-20T00:00:00+00:00,Sushiswap,173759474.262333
2021-03-20T00:00:00+00:00,Uniswap,1015060838.2758752
2021-03-21T00:00:00+00:00,Sushiswap,290035448.21709716
2021-03-21T00:00:00+00:00,Uniswap,889468986.5164189
2021-03-22T00:00:00+00:00,Sushiswap,350320365.99217534
2021-03-22T00:00:00+00:00,Uniswap,1392573664.6496432
2021-03-23T00:00:00+00:00,Sushiswap,350837325.37982184
2021-03-23T00:00:00+00:00,Uniswap,1126837737.6321383
2021-03-24T00:00:00+00:00,Sushiswap,421943126.3820955
2021-03-24T00:00:00+00:00,Uniswap,1328820913.7695055
2021-03-25T00:00:00+00:00,Sushiswap,364234958.6009422
2021-03-25T00:00:00+00:00,Uniswap,1112449808.1387246
2021-03-26T00:00:00+00:00,Sushiswap,266994383.97555384
2021-03-26T00:00:00+00:00,Uniswap,996866122.9926262
2021-03-27T00:00:00+00:00,Sushiswap,187546202.96266767
2021-03-27T00:00:00+00:00,Uniswap,1036308718.8544368
2021-03-28T00:00:00+00:00,Sushiswap,193936267.73747835
2021-03-28T00:00:00+00:00,Uniswap,950536374.429085
2021-03-29T00:00:00+00:00,Sushiswap,287068526.01235765
2021-03-29T00:00:00+00:00,Uniswap,1149109898.9375064
2021-03-30T00:00:00+00:00,Sushiswap,225384173.57640257
2021-03-30T00:00:00+00:00,Uniswap,1179384734.300909
2021-03-31T00:00:00+00:00,Sushiswap,322712063.4059663
2021-03-31T00:00:00+00:00,Uniswap,1380334060.6331272
2021-04-01T00:00:00+00:00,Sushiswap,277037109.67482764
2021-04-01T00:00:00+00:00,Uniswap,1321156796.3287764
2021-04-02T00:00:00+00:00,Sushiswap,312948037.1265121
2021-04-02T00:00:00+00:00,Uniswap,1349579175.9854836
2021-04-03T00:00:00+00:00,Sushiswap,394273433.00648534
2021-04-03T00:00:00+00:00,Uniswap,1232850592.6918175
2021-04-04T00:00:00+00:00,Sushiswap,239311694.7214686
2021-04-04T00:00:00+00:00,Uniswap,1108632288.4611783
2021-04-05T00:00:00+00:00,Sushiswap,243290872.31587365
2021-04-05T00:00:00+00:00,Uniswap,1270619428.6256912
2021-04-06T00:00:00+00:00,Sushiswap,307559788.588718
2021-04-06T00:00:00+00:00,Uniswap,1325546118.1895478
2021-04-07T00:00:00+00:00,Sushiswap,379243521.2197938
2021-04-07T00:00:00+00:00,Uniswap,1545234454.3506298
2021-04-08T00:00:00+00:00,Sushiswap,277181128.14972454
2021-04-08T00:00:00+00:00,Uniswap,1181001386.70981
2021-04-09T00:00:00+00:00,Sushiswap,238847813.56643307
2021-04-09T00:00:00+00:00,Uniswap,1042425694.895776
2021-04-10T00:00:00+00:00,Sushiswap,271473833.6710165
2021-04-10T00:00:00+00:00,Uniswap,1102092975.773753
2021-04-11T00:00:00+00:00,Sushiswap,217977711.49289018
2021-04-11T00:00:00+00:00,Uniswap,1015443408.3208865
2021-04-12T00:00:00+00:00,Sushiswap,314126707.932544
2021-04-12T00:00:00+00:00,Uniswap,1116161808.6868696
2021-04-13T00:00:00+00:00,Sushiswap,331815343.83430916
2021-04-13T00:00:00+00:00,Uniswap,1184738693.3542135
2021-04-14T00:00:00+00:00,Sushiswap,463114399.2816791
2021-04-14T00:00:00+00:00,Uniswap,1385780098.5853887
2021-04-15T00:00:00+00:00,Sushiswap,410617760.3374468
2021-04-15T00:00:00+00:00,Uniswap,1235274093.3174067
2021-04-16T00:00:00+00:00,Sushiswap,384174595.6496933
2021-04-16T00:00:00+00:00,Uniswap,1465114408.087768
2021-04-17T00:00:00+00:00,Sushiswap,273254981.20095384
2021-04-17T00:00:00+00:00,Uniswap,1476058467.2251961
2021-04-18T00:00:00+00:00,Sushiswap,868748289.892934
2021-04-18T00:00:00+00:00,Uniswap,1736072412.4657974
2021-04-19T00:00:00+00:00,Sushiswap,432049242.57252866
2021-04-19T00:00:00+00:00,Uniswap,1429654376.7588549
2021-04-20T00:00:00+00:00,Sushiswap,506536900.8523722
2021-04-20T00:00:00+00:00,Uniswap,1860522067.406335
2021-04-21T00:00:00+00:00,Sushiswap,435842468.1126189
2021-04-21T00:00:00+00:00,Uniswap,1563903419.7277176
2021-04-22T00:00:00+00:00,Sushiswap,751493664.5330943
2021-04-22T00:00:00+00:00,Uniswap,1955172327.6830308
2021-04-23T00:00:00+00:00,Sushiswap,880934854.0209569
2021-04-23T00:00:00+00:00,Uniswap,1905212331.5423675
2021-04-24T00:00:00+00:00,Sushiswap,340680878.20926106
2021-04-24T00:00:00+00:00,Uniswap,1043240318.8332886
2021-04-25T00:00:00+00:00,Sushiswap,318369277.8820709
2021-04-25T00:00:00+00:00,Uniswap,1001239743.7773162
2021-04-26T00:00:00+00:00,Sushiswap,404770707.15504354
2021-04-26T00:00:00+00:00,Uniswap,1261213911.8205085
2021-04-27T00:00:00+00:00,Sushiswap,378341609.7262157
2021-04-27T00:00:00+00:00,Uniswap,1262285348.2752671
2021-04-28T00:00:00+00:00,Sushiswap,436523411.5644215
2021-04-28T00:00:00+00:00,Uniswap,1355354101.9969823
2021-04-29T00:00:00+00:00,Sushiswap,367105833.7613999
2021-04-29T00:00:00+00:00,Uniswap,1238602439.5523279
2021-04-30T00:00:00+00:00,Sushiswap,314030815.69619876
2021-04-30T00:00:00+00:00,Uniswap,1214665774.360141
2021-05-01T00:00:00+00:00,Sushiswap,352509287.95108587
2021-05-01T00:00:00+00:00,Uniswap,1259232315.1787796
2021-05-02T00:00:00+00:00,Sushiswap,303158695.7870303
2021-05-02T00:00:00+00:00,Uniswap,1744390474.481288
2021-05-03T00:00:00+00:00,Sushiswap,621871947.4296426
2021-05-03T00:00:00+00:00,Uniswap,1842374741.0269952
2021-05-04T00:00:00+00:00,Sushiswap,769733493.7873683
2021-05-04T00:00:00+00:00,Uniswap,2062377081.7336106
2021-05-05T00:00:00+00:00,Sushiswap,486269534.0045652
2021-05-05T00:00:00+00:00,Uniswap,1623095929.3981216
2021-05-06T00:00:00+00:00,Sushiswap,533693997.77692896
2021-05-06T00:00:00+00:00,Uniswap,1349756518.6034257
2021-05-07T00:00:00+00:00,Sushiswap,479325521.0320779
2021-05-07T00:00:00+00:00,Uniswap,1547744294.7156658
2021-05-08T00:00:00+00:00,Sushiswap,567688472.6724381
2021-05-08T00:00:00+00:00,Uniswap,3330961691.6055627
2021-05-09T00:00:00+00:00,Sushiswap,455888835.9961045
2021-05-09T00:00:00+00:00,Uniswap,2655499079.8306465
2021-05-10T00:00:00+00:00,Sushiswap,863537021.4901294
2021-05-10T00:00:00+00:00,Uniswap,3914601568.394712
2021-05-11T00:00:00+00:00,Sushiswap,575958023.7860988
2021-05-11T00:00:00+00:00,Uniswap,3058647788.2625012
2021-05-12T00:00:00+00:00,Sushiswap,1225855118.8673155
2021-05-12T00:00:00+00:00,Uniswap,4179756148.875027
2021-05-13T00:00:00+00:00,Sushiswap,1148735374.350275
2021-05-13T00:00:00+00:00,Uniswap,3710922003.887723
2021-05-14T00:00:00+00:00,Sushiswap,655431394.7232187
2021-05-14T00:00:00+00:00,Uniswap,2638216026.1989627
2021-05-15T00:00:00+00:00,Sushiswap,571502721.8370862
2021-05-15T00:00:00+00:00,Uniswap,2533838520.7738495
2021-05-16T00:00:00+00:00,Sushiswap,737823410.1195287
2021-05-16T00:00:00+00:00,Uniswap,2974185179.981792
2021-05-17T00:00:00+00:00,Sushiswap,1013058808.5015781
2021-05-17T00:00:00+00:00,Uniswap,3243217380.8474016
2021-05-18T00:00:00+00:00,Sushiswap,864483018.555055
2021-05-18T00:00:00+00:00,Uniswap,2636721567.6765738
2021-05-19T00:00:00+00:00,Sushiswap,3047639402.4375772
2021-05-19T00:00:00+00:00,Uniswap,6315430800.514695
2021-05-20T00:00:00+00:00,Sushiswap,1562026777.4026334
2021-05-20T00:00:00+00:00,Uniswap,3742486072.0152793
2021-05-21T00:00:00+00:00,Sushiswap,1221407180.3203757
2021-05-21T00:00:00+00:00,Uniswap,3411894421.7854934
2021-05-22T00:00:00+00:00,Sushiswap,806740073.9624043
2021-05-22T00:00:00+00:00,Uniswap,2355060148.232407
2021-05-23T00:00:00+00:00,Sushiswap,1800446161.1126564
2021-05-23T00:00:00+00:00,Uniswap,3841490481.630337
2021-05-24T00:00:00+00:00,Sushiswap,863611951.0480477
2021-05-24T00:00:00+00:00,Uniswap,3048853086.300017
2021-05-25T00:00:00+00:00,Sushiswap,718697442.8361957
2021-05-25T00:00:00+00:00,Uniswap,2699611620.09012
2021-05-26T00:00:00+00:00,Sushiswap,782758814.597632
2021-05-26T00:00:00+00:00,Uniswap,2703778259.377904
2021-05-27T00:00:00+00:00,Sushiswap,507791596.651457
2021-05-27T00:00:00+00:00,Uniswap,2008961223.5716305
2021-05-28T00:00:00+00:00,Sushiswap,584449666.4403151
2021-05-28T00:00:00+00:00,Uniswap,2437798386.2154837
2021-05-29T00:00:00+00:00,Sushiswap,405518930.02699727
2021-05-29T00:00:00+00:00,Uniswap,2219979960.016683
2021-05-30T00:00:00+00:00,Sushiswap,332473469.91917855
2021-05-30T00:00:00+00:00,Uniswap,1841139913.173489
2021-05-31T00:00:00+00:00,Sushiswap,347982195.73290795
2021-05-31T00:00:00+00:00,Uniswap,1793452116.0845718
2021-06-01T00:00:00+00:00,Sushiswap,312243756.6279712
2021-06-01T00:00:00+00:00,Uniswap,1810273063.15729
2021-06-02T00:00:00+00:00,Sushiswap,292434034.0232588
2021-06-02T00:00:00+00:00,Uniswap,1407585877.129865
2021-06-03T00:00:00+00:00,Sushiswap,436951910.86035776
2021-06-03T00:00:00+00:00,Uniswap,1602855461.9898815
2021-06-04T00:00:00+00:00,Sushiswap,741136975.7444829
2021-06-04T00:00:00+00:00,Uniswap,1896632185.7915556
2021-06-05T00:00:00+00:00,Sushiswap,306119740.14390105
2021-06-05T00:00:00+00:00,Uniswap,1335853266.7397056
2021-06-06T00:00:00+00:00,Sushiswap,165451726.078263
2021-06-06T00:00:00+00:00,Uniswap,856863769.3410258
2021-06-07T00:00:00+00:00,Sushiswap,315530247.74735785
2021-06-07T00:00:00+00:00,Uniswap,1479525188.2535279
2021-06-08T00:00:00+00:00,Sushiswap,506377504.9048313
2021-06-08T00:00:00+00:00,Uniswap,2065053491.1352098
2021-06-09T00:00:00+00:00,Sushiswap,328513361.858569
2021-06-09T00:00:00+00:00,Uniswap,1850596588.946397
2021-06-10T00:00:00+00:00,Sushiswap,234480731.93860677
2021-06-10T00:00:00+00:00,Uniswap,1451406419.2599113
2021-06-11T00:00:00+00:00,Sushiswap,341302760.84849834
2021-06-11T00:00:00+00:00,Uniswap,1470295814.5561314
2021-06-12T00:00:00+00:00,Sushiswap,268837673.4983077
2021-06-12T00:00:00+00:00,Uniswap,1336843837.0886264
2021-06-13T00:00:00+00:00,Sushiswap,201232498.4252935
2021-06-13T00:00:00+00:00,Uniswap,1231689083.143958
2021-06-14T00:00:00+00:00,Sushiswap,183029307.14885902
2021-06-14T00:00:00+00:00,Uniswap,1288322577.7751448
2021-06-15T00:00:00+00:00,Sushiswap,193050308.60922018
2021-06-15T00:00:00+00:00,Uniswap,1279647448.396827
2021-06-16T00:00:00+00:00,Sushiswap,201368031.59329957
2021-06-16T00:00:00+00:00,Uniswap,1234492279.1597617
2021-06-17T00:00:00+00:00,Sushiswap,186243820.03443182
2021-06-17T00:00:00+00:00,Uniswap,1281024342.4565668
2021-06-18T00:00:00+00:00,Sushiswap,222653318.9833306
2021-06-18T00:00:00+00:00,Uniswap,1404118678.36386
2021-06-19T00:00:00+00:00,Sushiswap,139563535.52543733
2021-06-19T00:00:00+00:00,Uniswap,1044449648.5369853
2021-06-20T00:00:00+00:00,Sushiswap,236020964.2790441
2021-06-20T00:00:00+00:00,Uniswap,1255168540.502261
2021-06-21T00:00:00+00:00,Sushiswap,484753035.347806
2021-06-21T00:00:00+00:00,Uniswap,2370631231.8103404
2021-06-22T00:00:00+00:00,Sushiswap,581778927.3872988
2021-06-22T00:00:00+00:00,Uniswap,2076131162.8667784
2021-06-23T00:00:00+00:00,Sushiswap,240655884.44160226
2021-06-23T00:00:00+00:00,Uniswap,1407801782.758344
2021-06-24T00:00:00+00:00,Sushiswap,143201143.35570985
2021-06-24T00:00:00+00:00,Uniswap,1138065644.9550402
2021-06-25T00:00:00+00:00,Sushiswap,215910266.33803678
2021-06-25T00:00:00+00:00,Uniswap,1355216501.5970447
2021-06-26T00:00:00+00:00,Sushiswap,204981176.74407843
2021-06-26T00:00:00+00:00,Uniswap,1221437546.8508742
2021-06-27T00:00:00+00:00,Sushiswap,163352316.75802955
2021-06-27T00:00:00+00:00,Uniswap,1139343457.963776
2021-06-28T00:00:00+00:00,Sushiswap,204189325.14093202
2021-06-28T00:00:00+00:00,Uniswap,2387404630.194641
2021-06-29T00:00:00+00:00,Sushiswap,196754308.32491812
2021-06-29T00:00:00+00:00,Uniswap,1308549396.072904
2021-06-30T00:00:00+00:00,Sushiswap,214035415.48309785
2021-06-30T00:00:00+00:00,Uniswap,1416934447.6252222
2021-07-01T00:00:00+00:00,Sushiswap,182826628.77491793
2021-07-01T00:00:00+00:00,Uniswap,2583241322.249408
2021-07-02T00:00:00+00:00,Sushiswap,147815812.3163435
2021-07-02T00:00:00+00:00,Uniswap,1374347013.4887173
2021-07-03T00:00:00+00:00,Sushiswap,133729172.60676716
2021-07-03T00:00:00+00:00,Uniswap,981513433.7520492
2021-07-04T00:00:00+00:00,Sushiswap,143642588.88204974
2021-07-04T00:00:00+00:00,Uniswap,1410948729.0488079
2021-07-05T00:00:00+00:00,Sushiswap,207302373.72870687
2021-07-05T00:00:00+00:00,Uniswap,1188614895.541609
2021-07-06T00:00:00+00:00,Sushiswap,277968366.3249656
2021-07-06T00:00:00+00:00,Uniswap,1415705815.5034692
2021-07-07T00:00:00+00:00,Sushiswap,186664786.40551856
2021-07-07T00:00:00+00:00,Uniswap,1077660048.2311804
2021-07-08T00:00:00+00:00,Sushiswap,192145126.45420763
2021-07-08T00:00:00+00:00,Uniswap,1310550102.2612848
2021-07-09T00:00:00+00:00,Sushiswap,155169290.5226758
2021-07-09T00:00:00+00:00,Uniswap,1385422772.7295902
2021-07-10T00:00:00+00:00,Sushiswap,130651983.54468682
2021-07-10T00:00:00+00:00,Uniswap,1013473487.7386023
2021-07-11T00:00:00+00:00,Sushiswap,104343465.73622948
2021-07-11T00:00:00+00:00,Uniswap,637699194.9381667
2021-07-12T00:00:00+00:00,Sushiswap,126538179.19518393
2021-07-12T00:00:00+00:00,Uniswap,861439490.9228739
2021-07-13T00:00:00+00:00,Sushiswap,158903678.14849192
2021-07-13T00:00:00+00:00,Uniswap,1146420280.9221027
2021-07-14T00:00:00+00:00,Sushiswap,179848769.243148
2021-07-14T00:00:00+00:00,Uniswap,1352427990.1565318
2021-07-15T00:00:00+00:00,Sushiswap,191861774.00162363
2021-07-15T00:00:00+00:00,Uniswap,1393106604.8688471
2021-07-16T00:00:00+00:00,Sushiswap,158967363.66891003
2021-07-16T00:00:00+00:00,Uniswap,1023519485.050461
2021-07-17T00:00:00+00:00,Sushiswap,157560440.70806664
2021-07-17T00:00:00+00:00,Uniswap,866815810.3737191
2021-07-18T00:00:00+00:00,Sushiswap,124444323.59860931
2021-07-18T00:00:00+00:00,Uniswap,1149349147.5950077
2021-07-19T00:00:00+00:00,Sushiswap,151716896.00281608
2021-07-19T00:00:00+00:00,Uniswap,865164085.9080865
2021-07-20T00:00:00+00:00,Sushiswap,187357131.05145812
2021-07-20T00:00:00+00:00,Uniswap,1390597388.5638454
2021-07-21T00:00:00+00:00,Sushiswap,200582163.4723573
2021-07-21T00:00:00+00:00,Uniswap,1516131942.296414
2021-07-22T00:00:00+00:00,Sushiswap,223500927.0120468
2021-07-22T00:00:00+00:00,Uniswap,1158045373.500821
2021-07-23T00:00:00+00:00,Sushiswap,188732296.97130316
2021-07-23T00:00:00+00:00,Uniswap,1008645532.0723054
2021-07-24T00:00:00+00:00,Sushiswap,157332479.92477244
2021-07-24T00:00:00+00:00,Uniswap,1020847744.6525362
2021-07-25T00:00:00+00:00,Sushiswap,127266726.84515762
2021-07-25T00:00:00+00:00,Uniswap,933037600.6818159
2021-07-26T00:00:00+00:00,Sushiswap,402337667.60396224
2021-07-26T00:00:00+00:00,Uniswap,2839301636.2326603
2021-07-27T00:00:00+00:00,Sushiswap,224047714.75828138
2021-07-27T00:00:00+00:00,Uniswap,1593469422.883583
2021-07-28T00:00:00+00:00,Sushiswap,216773982.48959643
2021-07-28T00:00:00+00:00,Uniswap,1549055130.4927025
2021-07-29T00:00:00+00:00,Sushiswap,186405263.23410293
2021-07-29T00:00:00+00:00,Uniswap,1138684019.4486697
2021-07-30T00:00:00+00:00,Sushiswap,205836619.54113778
2021-07-30T00:00:00+00:00,Uniswap,1496268859.6070495
2021-07-31T00:00:00+00:00,Sushiswap,221240359.37607023
2021-07-31T00:00:00+00:00,Uniswap,1076953866.9494162
2021-08-01T00:00:00+00:00,Sushiswap,286703399.33556706
2021-08-01T00:00:00+00:00,Uniswap,1451356023.3645253
2021-08-02T00:00:00+00:00,Sushiswap,219099053.2318779
2021-08-02T00:00:00+00:00,Uniswap,1431010555.0316284
2021-08-03T00:00:00+00:00,Sushiswap,221638089.25038728
2021-08-03T00:00:00+00:00,Uniswap,1711092456.045716
2021-08-04T00:00:00+00:00,Sushiswap,241278913.26449907
2021-08-04T00:00:00+00:00,Uniswap,1896437672.5180068
2021-08-05T00:00:00+00:00,Sushiswap,359969953.17516977
2021-08-05T00:00:00+00:00,Uniswap,2084512636.4191957
2021-08-06T00:00:00+00:00,Sushiswap,264789807.53843597
2021-08-06T00:00:00+00:00,Uniswap,1695288937.992144
2021-08-07T00:00:00+00:00,Sushiswap,326650912.2859733
2021-08-07T00:00:00+00:00,Uniswap,2232538679.487177
2021-08-08T00:00:00+00:00,Sushiswap,255868858.22348765
2021-08-08T00:00:00+00:00,Uniswap,2306470780.608894
2021-08-09T00:00:00+00:00,Sushiswap,342121691.27492577
2021-08-09T00:00:00+00:00,Uniswap,2617214498.599796
2021-08-10T00:00:00+00:00,Sushiswap,275452213.03154385
2021-08-10T00:00:00+00:00,Uniswap,1814579504.854082
2021-08-11T00:00:00+00:00,Sushiswap,359681303.93048644
2021-08-11T00:00:00+00:00,Uniswap,1648846302.0275166
2021-08-12T00:00:00+00:00,Sushiswap,302984552.19956684
2021-08-12T00:00:00+00:00,Uniswap,1875683023.7593498
2021-08-13T00:00:00+00:00,Sushiswap,254619159.54944828
2021-08-13T00:00:00+00:00,Uniswap,1430962040.0199015
2021-08-14T00:00:00+00:00,Sushiswap,262062094.7080935
2021-08-14T00:00:00+00:00,Uniswap,1129840910.1285186
2021-08-15T00:00:00+00:00,Sushiswap,238709662.74619186
2021-08-15T00:00:00+00:00,Uniswap,1378279422.8362052
2021-08-16T00:00:00+00:00,Sushiswap,367616497.1032407
2021-08-16T00:00:00+00:00,Uniswap,1730939806.2197335
2021-08-17T00:00:00+00:00,Sushiswap,468460910.3846382
2021-08-17T00:00:00+00:00,Uniswap,2475742188.98353
2021-08-18T00:00:00+00:00,Sushiswap,385443779.7192119
2021-08-18T00:00:00+00:00,Uniswap,2182601005.6386423
2021-08-19T00:00:00+00:00,Sushiswap,377740141.85721034
2021-08-19T00:00:00+00:00,Uniswap,1754867683.0018947
2021-08-20T00:00:00+00:00,Sushiswap,329592291.8835703
2021-08-20T00:00:00+00:00,Uniswap,1702238771.9623652
2021-08-21T00:00:00+00:00,Sushiswap,313557921.7518711
2021-08-21T00:00:00+00:00,Uniswap,1260749148.35657
2021-08-22T00:00:00+00:00,Sushiswap,304150808.59146655
2021-08-22T00:00:00+00:00,Uniswap,1389727273.4579077
2021-08-23T00:00:00+00:00,Sushiswap,310489491.33838767
2021-08-23T00:00:00+00:00,Uniswap,1769064210.7799904
2021-08-24T00:00:00+00:00,Sushiswap,351345887.64744574
2021-08-24T00:00:00+00:00,Uniswap,2500805587.6233406
2021-08-25T00:00:00+00:00,Sushiswap,272775984.3582251
2021-08-25T00:00:00+00:00,Uniswap,1746416339.9231398
2021-08-26T00:00:00+00:00,Sushiswap,281408961.1211391
2021-08-26T00:00:00+00:00,Uniswap,1759900174.688765
2021-08-27T00:00:00+00:00,Sushiswap,244607134.40279123
2021-08-27T00:00:00+00:00,Uniswap,1445410462.7557871
2021-08-28T00:00:00+00:00,Sushiswap,239465193.0071729
2021-08-28T00:00:00+00:00,Uniswap,941659698.8698277
2021-08-29T00:00:00+00:00,Sushiswap,334682831.4955596
2021-08-29T00:00:00+00:00,Uniswap,1371984159.5622356
2021-08-30T00:00:00+00:00,Sushiswap,406188787.6744349
2021-08-30T00:00:00+00:00,Uniswap,1830814845.1523104
