block_time,nonce,index,success,from,to,value,block_number,block_hash,gas_limit,gas_price,gas_used,data,hash,type,access_list,max_fee_per_gas,max_priority_fee_per_gas,priority_fee_per_gas
2022-07-11T21:10:04+00:00,25,300,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123710,\x979269070db517b5716558d3518ee9135a97d3c35c3d49517415d2230a63c361,991913,45787218895,929860,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f291074f6f28502741fff59e79190d653cd7df123f75393a5c20b1511861662cd0b800000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x81822dc2b15d12dd3d701857a74593202ab7c8a25dc4353436e370a4be34ee7d,DynamicFee,,71024544894,2000000000,2000000000
2022-07-11T21:12:07+00:00,26,182,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123712,\xe7c8d322e2975ed30f52c2e16dfe786a77819e57f2452f546f7f337b6921b289,986622,57413532824,924652,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2912e5f017966fbda9b9085328dde60e3a4b8ca0ae63e29192a8c5b09c6a8f0fc5e00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x9fe469dd8662269d1c9575b37b029d626c5d027a31d37569b6f4b64354e54d84,DynamicFee,,76438272122,2000000000,2000000000
2022-07-11T21:12:07+00:00,27,241,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123712,\xe7c8d322e2975ed30f52c2e16dfe786a77819e57f2452f546f7f337b6921b289,986622,57413532824,924652,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29117616ccdf09bc5a86c799fbbdce3432b8d5bfd8d994bb4ab89e81b9d55a06f6e00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x11c9a00fa4afc4b58d219cc1954352f80a0f7ee3b042b1b2f4523681e12abd1d,DynamicFee,,85742586096,2000000000,2000000000
2022-07-11T21:12:07+00:00,28,318,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123712,\xe7c8d322e2975ed30f52c2e16dfe786a77819e57f2452f546f7f337b6921b289,986622,57413532824,919444,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2910351e1950211e8482696105d3ad8d5c9377a2f917ac1c54d56a5640f25e548cf00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xa1dae0e2c3afb08eeb369f1dc9a1b9b37e5561c85beab6697372b96c7ff7353c,DynamicFee,,85742586096,2000000000,2000000000
2022-07-11T21:13:18+00:00,29,174,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123716,\x91863de317dabf67b81e2fe6575efe878517fffe8bf4189519b7014ed0d35c9f,986622,60470949113,924652,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29104957ca99f61cbf9c0471669a8edd876e53e79691ddc6b7c46deccc1034b7d3900000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xda4250a7cd65c80b2dcf6c22861698c8a5ac0ac9bacccfcea9e068f5cae50a69,DynamicFee,,116723858543,2000000000,2000000000
2022-07-11T21:13:18+00:00,30,175,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123716,\x91863de317dabf67b81e2fe6575efe878517fffe8bf4189519b7014ed0d35c9f,986622,61470949113,919444,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29111afb0c8464f403f380d4c9db9c46d797acbc514d4be906083e8c74fb9e8268400000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x64a7e5862bf813132f7020e68a61d5e97092219d71a4106f7794525e14cbf1dd,DynamicFee,,65541258213,3000000000,3000000000
2022-07-11T21:14:16+00:00,31,32,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123719,\x795de509ef0d65b62b11f5ba6abbba264e727eb00b21abb3a5493fd018327a86,981320,61777648117,919432,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2911d2b5d47de4e6aa394eab712f214ed6888fd8d615ca05f7ef930b8860002432d00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x3e23d345acfb7fcc3e042cda9b0d4179484a9147899e299d7fbcd19950c19678,DynamicFee,,68778459981,3000000000,3000000000
2022-07-11T21:14:41+00:00,32,55,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123722,\xf09aa59e8acee8a2de08ef12d8572352cab6e98d753deec557b73702cd379f09,981332,55795498865,914236,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2912e5176e2402ec3e7f54ef232e8f6cb1f02f525e8f0b612fb396ac9b64976be1200000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x67b3c6209367db3f7a847d71a8bb60ae786ceac461b360c32f2aa919df80260a,DynamicFee,,64825433860,3000000000,3000000000
2022-07-11T21:15:14+00:00,33,153,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123726,\x738875eb9ef68b1e9d266fc5d4be1423b5f8b574f57eb0653e87e1a02852cbd9,1002494,50880378380,940276,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29101bf77463956617d659d15aebc7f8288d73d8ca95b67c4924e24dda98d3cefa200000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x58c9fd40a65f9566e78ee9817383d8ec8a003d0838d637b3d62aac79fd696609,DynamicFee,,56463283256,3000000000,3000000000
2022-07-11T21:19:30+00:00,34,54,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123739,\x564004d0bead1832f884655bdd2f7c6a12ab9c9b1aa6d3a4ef57c3ca9ae793ac,1002494,47971796567,935068,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2910fa6b70a1e75a9d5e3cc54fc39feeca6518801852e09c6e3b62c9defba584faa00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x3813535336a9119183292d964cae463389ed90e46d2ae063c743859ad02140ec,DynamicFee,,48237082891,3000000000,3000000000
2022-07-11T21:19:30+00:00,38,90,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123739,\x564004d0bead1832f884655bdd2f7c6a12ab9c9b1aa6d3a4ef57c3ca9ae793ac,997192,47971796567,929848,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f291196aa1e7a4def16a0227e5fa6f2d2723b40b38e7c8e3c94231f170e913e17a0000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xbb091549366f7343a8c9f875fbba0a536a86572c88b38620e0bef13a396f0adb,DynamicFee,,56862916290,3000000000,3000000000
2022-07-11T21:19:30+00:00,35,87,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123739,\x564004d0bead1832f884655bdd2f7c6a12ab9c9b1aa6d3a4ef57c3ca9ae793ac,1002494,46971796567,935068,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2910d89c8af65d774d2b32684cc73aec49cc8e6affbb72cf897bfdcfa98bb572bfb00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xd47a87ec13491289a9010fef80405094d81f8d85c2cfbf342ece5f823f58630c,DynamicFee,,78903040915,2000000000,2000000000
2022-07-11T21:19:30+00:00,36,88,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123739,\x564004d0bead1832f884655bdd2f7c6a12ab9c9b1aa6d3a4ef57c3ca9ae793ac,1002494,47971796567,929860,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2912a5a561e95734610e4e3e8203afa4e25384481f54a905829e8ba0fea4098ebf200000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xc59ecfea451bb1fe75496a1cde7d4e0d3112d445f8e57f50eba54f19c49b68fa,DynamicFee,,48237082891,3000000000,3000000000
2022-07-11T21:19:30+00:00,37,89,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123739,\x564004d0bead1832f884655bdd2f7c6a12ab9c9b1aa6d3a4ef57c3ca9ae793ac,997204,47971796567,935068,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2911adfa5c55324a1197733bb20d6a63c5af9713c56085cd45b92ffb6666f5bfe5900000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x2cb9f8174260f6b58e4445b7aceb6953c6690dea6a825c439a9db4268923370f,DynamicFee,,48237082891,3000000000,3000000000
2022-07-11T21:19:30+00:00,39,91,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123739,\x564004d0bead1832f884655bdd2f7c6a12ab9c9b1aa6d3a4ef57c3ca9ae793ac,997204,47971796567,929860,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29101c77aa9dcfb381932256218e02f9826fea06af657ac6c26d6f2e6cb93a7e4a400000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xf2448e2752ebc4318096785a0a345c245d328f506c329650c5a9a0c73dd3e651,DynamicFee,,60311571693,3000000000,3000000000
2022-07-11T21:19:30+00:00,40,92,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123739,\x564004d0bead1832f884655bdd2f7c6a12ab9c9b1aa6d3a4ef57c3ca9ae793ac,997204,47971796567,924652,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2912c6abaef56f39bdfd6d6a9bc0761b03ebe152d2f928627caf2eb4eb9aed6244300000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x19fd71ebfc42f2dc36a4db94dba5a02d49f47450c0937f76ea124b9397ef7212,DynamicFee,,60311571693,3000000000,3000000000
2022-07-11T21:19:30+00:00,41,93,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123739,\x564004d0bead1832f884655bdd2f7c6a12ab9c9b1aa6d3a4ef57c3ca9ae793ac,997204,47971796567,935068,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29103c5a91757f36773f05bf68e5e9ff20b0a7f75387c7761d674ac861b4ac4477800000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x19d86ca6ef8d2d9054d0b61295ff3d29c369789def6e0fb434904d93c0341f27,DynamicFee,,62600568291,3000000000,3000000000
2022-07-11T21:19:30+00:00,42,94,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123739,\x564004d0bead1832f884655bdd2f7c6a12ab9c9b1aa6d3a4ef57c3ca9ae793ac,997204,47971796567,929860,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2912f09ed01b7af12114c14953ab00d3e707e787cf5c7b60a3985ad04d2a52d82d600000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xde2c1dc80d6f24dae586611968226809c5cd6a72db94acbeace7aa81d9003a0e,DynamicFee,,62600568291,3000000000,3000000000
2022-07-11T21:19:30+00:00,43,95,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123739,\x564004d0bead1832f884655bdd2f7c6a12ab9c9b1aa6d3a4ef57c3ca9ae793ac,997204,47971796567,929860,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29120041ec7cf0d7ed8e19313cdc99d5c3f55e87bc14cab4670eaa280c8a036cf7f00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x35c0e1e7acc1cda6e568fd284c1a5e1e8cb681974d4a330355458959a1534033,DynamicFee,,57470126043,3000000000,3000000000
2022-07-11T21:19:30+00:00,44,96,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123739,\x564004d0bead1832f884655bdd2f7c6a12ab9c9b1aa6d3a4ef57c3ca9ae793ac,997204,47971796567,924652,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2910968764430b8fc200405a20413ddbf819db44a7ced0dfd5d9534ce29dd17b00700000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x9c8ecb3d23346b80b20c568553b8a635096bb4472a7b5ca59fabd24af9f92bf6,DynamicFee,,59735468787,3000000000,3000000000
2022-07-11T21:19:30+00:00,45,97,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123739,\x564004d0bead1832f884655bdd2f7c6a12ab9c9b1aa6d3a4ef57c3ca9ae793ac,997204,47971796567,929860,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29121c93555205e4e44ae682c4d5ccf7ef7b8211205d690913ee6ee25d227c5ae4600000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x861ea082d1cc77776ee48bdd6b995470923bb873196d290a1b5e6089ec111c78,DynamicFee,,54296756160,3000000000,3000000000
2022-07-11T21:19:44+00:00,46,22,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123740,\xb02a0e034f3c1da57674a65a3c526f6dbec3036dfbb4f9bb45f3aa50976d3cd7,997204,53589001065,924652,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2911ff9ab85d8a0570accb4e7d769b29e59d0f6fad97402603cb503e082f7d0c3d300000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x9fe83785a757b7d69aa320b079d65da7d19cfc34e962679b91eea99b90236467,DynamicFee,,53738948047,3000000000,3000000000
2022-07-11T21:20:08+00:00,47,42,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123744,\xf97bd461b219d1554a0aae03a09147a9c746cd4813e9830329a7918c406bb329,986622,41765018676,924652,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f291216f426c737342c18312b5667606762a3235b812d0ab38c4de6cae1d4a23861600000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x53b39e560d4ad5705672c0f9e4ddcad48f5acdd4fa9b8d49464c739f2d4bedd6,DynamicFee,,47971796567,3000000000,3000000000
2022-07-11T21:20:24+00:00,48,36,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123745,\x216b44fa85837657d85274692c91fd017895e40da878a07dfced7c50b1c613fb,986586,43509488260,919408,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f291006302716ad7dc6278413c00c5a383dbfc6b427f1c15a15cc1a33800a22ba16f00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x4a4c5b7d7a24c9396a433ca7565818f7b14a6b78b27c66498458f45ee3584dd8,DynamicFee,,52020889211,3000000000,3000000000
2022-07-11T21:20:35+00:00,49,65,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123746,\xeadf17884250697be02a005202999c5c08b231b3ad5f4c9beecf4fd9f6416fa5,997204,42890421346,935068,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2911ae5ca95b1d3e3044a62a06198378427352a7ddbce3affadc6e9638793bcfe2300000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x559df775440f265cbc06c3305ce5e2608af3934eb13f69a5a1bf6c184d386edb,DynamicFee,,44103699279,3000000000,3000000000
2022-07-11T21:21:21+00:00,50,13,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123749,\xd245515fca1beee5e280c3bedea3342c94d4a82def1543991dc6691d9943294f,997204,42078068823,929860,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2911c75a89fa0050dec36e40377e5e483a8287dca754420bcc6fd92916a74d63f5400000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x839e892abb1f1b9af6df9564de382fe086b9d87973444e53b76333a2ef2ce739,DynamicFee,,43509488260,3000000000,3000000000
2022-07-11T21:21:21+00:00,51,16,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123749,\xd245515fca1beee5e280c3bedea3342c94d4a82def1543991dc6691d9943294f,996862,42078068823,929860,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29120cff129498c6eef9841215f1f63ab3bf2a9f4271f1789f1ad018c586c57aae900000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xa96a08bd6c86643d4f3c9d44b627662914d997045c4c2b1ed9b0f975a743f155,DynamicFee,,43509488260,3000000000,3000000000
2022-07-11T21:21:33+00:00,52,111,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123751,\x6ef3e2e7012ab14c8ae71254fc1d290f9c17f5d518cb888768834032db320601,986622,37549329516,924652,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29105e488d96d19b33816c6c529ebbe0e420817c8108fc470c73ec45f590a49e23d00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xc8b5c111592acb5716b88960e06079aa15c18461a5c21a7597c22f9665136582,DynamicFee,,42078068823,3000000000,3000000000
2022-07-11T21:22:04+00:00,53,20,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123753,\x1d1bbac12227fbff8ddd34a5d420899e19c2b814c9ee5ac90e320da3739f9c22,991913,40240566824,929860,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29111646bb464752fcba1e59aa9b6a37ac553115e4d39ae80a9777be8f36c842f7000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xbb80f688d54e050fcbe0b905dd92ba26c659e62209108d1b591b04bf1a9a946a,DynamicFee,,40301205917,3000000000,3000000000
2022-07-11T21:22:29+00:00,54,38,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123755,\xffc0f03a79b9fd876d147be039a61896333522b2d52e8e8c9db901885dff1383,986622,37420879639,924652,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2912e9d67ac0e5942a50e08e5b4193f240bcdf76d15f312ef1ddd0673219d8e493300000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xab053ebcdf8d36ccc099e2dd092b8e942ab2be24d76816505544433b65004708,DynamicFee,,40240566824,3000000000,3000000000
2022-07-11T21:22:36+00:00,55,67,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123756,\x9b8052e235e6d05f988a822c95c549a6ef24b33ab9c68f713db8215f57cbebc4,986622,38091553233,924652,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29127aecfdac8aa322aad2f6ced2fdfa821accb4e4a34ba422bd2273fd41b2088b100000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x90bcd83fafd1469842a142e43ef9c01d0cb90c8c448ddd678922fc8855f8616d,DynamicFee,,38091553233,3000000000,2586754358
2022-07-11T21:22:59+00:00,56,106,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123758,\xd21891117dec63db6029aa416e4daa2b50f742c3e7134c3390d10746c4aef5d8,981332,36349349649,919444,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f291158f48a4d5e0caf68b1c40dcded47a60ed89a8a530dd705b1090b46abaad44f600000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xab46648998c9f0367e712170ef8afab9e26b0e06deb7c7b5927d9797a746ad13,DynamicFee,,40843638741,3000000000,3000000000
2022-07-11T21:22:59+00:00,57,110,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123758,\xd21891117dec63db6029aa416e4daa2b50f742c3e7134c3390d10746c4aef5d8,981332,36349349649,929860,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29107b31abfd173d0c279834c63a1035c83516d193f475b347ac8981213066db3af00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x204e446294c2970ff5456bd3f33871a05602bb06e43574bb8840f6dd034f18a5,DynamicFee,,40843638741,3000000000,3000000000
2022-07-11T21:23:49+00:00,58,32,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123759,\x3d468dc0194a5879561d120a8ebb73b703bf7cadbfdfa782bc1c5a5996a93359,986622,40513161022,924652,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29120e4408e2fd82c401e73a688819db208b1a0b4bb3c2014f8b0c9c9d6343b886800000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x38c28062c84481e37b20be7d93b426fb3a19a398cbec799648a66cc37754550f,DynamicFee,,40843638741,3000000000,3000000000
2022-07-11T21:25:41+00:00,59,65,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123767,\x1a5d1a98d9329cbbb8572d0e2fddba127b8774b38aa5938c13bc243ed2081d14,986610,40513161022,924640,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f29117d30d565e4a259c424f9c3a1cf50cc775ddd9b68a0c3d8abecc71c832be9c0000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x2b5ab9a0530a52ba96b81ea85caf898f713086dd82f548e1bd0bd61cf6693686,DynamicFee,,40513161022,3000000000,2343172138
2022-07-11T21:25:41+00:00,60,66,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123767,\x1a5d1a98d9329cbbb8572d0e2fddba127b8774b38aa5938c13bc243ed2081d14,986622,41169988884,919444,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2912dc59a88e8dea30e2a4429d33a414e106a9e3be3397d70d49d938967afe0ebc900000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\xc8e0e66fbf6cb00ebe50a9e259e1b74e4bdf4712215d1329005f6efa9c0ac9fb,DynamicFee,,45201396505,3000000000,3000000000
2022-07-11T21:25:41+00:00,61,67,True,\x09b5027ef3a3b7332ee90321e558bad9c4447afa,\xd90e2f925da726b50c4ed8d0fb90ad053324f31b,100000000000000000000,15123767,\x1a5d1a98d9329cbbb8572d0e2fddba127b8774b38aa5938c13bc243ed2081d14,986622,41169988884,924652,\x13d98d13000000000000000000000000a160cdab225685da1d56aa342ad8841c3b53f2910339b1257432c885aa09b9332409389fdfded85e4cdcad041174b0ddf681574e00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,\x6a0f467b5619058cc951c203dd7b20632bd2c4af5675cfc4e5bf6aaaf3b4eb2d,DynamicFee,,45201396505,3000000000,3000000000
