block_time,name,original_amount,original_currency,usd_amount,nft_token_ids_array,number_of_items,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.235,ETH,460.8867,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.235,ETH,460.8867,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.2369,ETH,464.613018,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.2369,ETH,464.613018,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.2369,ETH,464.613018,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.2369,ETH,464.613018,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.2369,ETH,464.613018,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.2368,ETH,464.416896,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.2368,ETH,464.416896,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.2368,ETH,464.416896,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.2368,ETH,464.416896,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.199,ETH,390.28278,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.199,ETH,390.28278,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.199,ETH,390.28278,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
