block_time,name,original_amount,original_currency,usd_amount,nft_token_ids_array,number_of_items,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.199,ETH,390.28278,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.199,ETH,390.28278,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.199,ETH,390.28278,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.199,ETH,390.28278,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.199,ETH,390.28278,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.234,ETH,458.92548,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.234,ETH,458.92548,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.234,ETH,458.92548,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.199,ETH,390.28278,"['3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3500', '3501', '3501', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '2112', '4041', '4041', '4041', '2112', '2112', '4041', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '1761', '2112', '1761', '1761', '2417', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '676', '2417', '2112', '2112', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '3500', '3500', '3500', '3500', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2661', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2417', '2112', '2417', '2417', '3500', '3500', '3500', '3500', '3500', '3500', '3500']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.235,ETH,460.8867,"['2661', '676', '676', '676', '676', '676', '676', '3500', '676', '3500', '676', '3500', '3500', '3500', '3500', '3500', '3500', '3500', '3500', '676', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3500', '3500', '3802', '3802', '2661', '2661', '2661', '2661', '2661', '3802', '3802', '2661', '2661', '2661', '2661', '2661', '2661', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '2417', '2417', '2417', '2417', '2417', '2417', '4049', '2417', '2417', '2417', '2417', '2417', '2417', '4049', '2112', '4049', '4049', '4049', '4049', '4049', '2112', '1761', '1761', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '2112', '2112', '2112', '2112', '2112', '676', '676', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '1761', '1761', '1761', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '676']",144,,,,,,
2022-05-24T16:13:04+00:00,GRAYCRAFT2,0.199,ETH,390.28278,"['2661', '676', '676', '676', '676', '676', '676', '3500', '676', '3500', '676', '3500', '3500', '3500', '3500', '3500', '3500', '3500', '3500', '676', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3802', '3500', '3500', '3802', '3802', '2661', '2661', '2661', '2661', '2661', '3802', '3802', '2661', '2661', '2661', '2661', '2661', '2661', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '3501', '2417', '2417', '2417', '2417', '2417', '2417', '4049', '2417', '2417', '2417', '2417', '2417', '2417', '4049', '2112', '4049', '4049', '4049', '4049', '4049', '2112', '1761', '1761', '2112', '2112', '2112', '4049', '4049', '4049', '4049', '4049', '2112', '2112', '2112', '2112', '2112', '2112', '2112', '676', '676', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '4041', '1761', '1761', '1761', '3499', '3499', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '1761', '3499', '3499', '3499', '3499', '3499', '1761', '1761', '1761', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '4788', '676']",144,,,,,,
2022-05-24T16:02:04+00:00,SuperNormalbyZipcy,0.145,ETH,284.1478,['2348'],1,,,,,,
2022-05-24T15:54:33+00:00,Pirates of the Metaverse by Drip Studios,0.09,ETH,176.3073,['4066'],1,,,,,,
2022-05-24T15:52:00+00:00,Wall Street Bulls,0.09,ETH,176.3073,['5175'],1,,,,,,
2022-05-24T15:45:05+00:00,Toxic Skulls Club,0.26,ETH,505.0994,['795'],1,,,,,,
2022-05-24T15:41:03+00:00,Habbo Avatars,0.1,ETH,194.269,['7896'],1,,,,,,
2022-05-24T15:40:05+00:00,FVCK_AVATAR//,0.149,ETH,288.87524,['8673'],1,,,,,,
2022-05-24T15:39:39+00:00,KPOPCTzen_Official,0.15,ETH,290.814,['2248'],1,,,,,,
2022-05-24T15:27:48+00:00,DeadFellaz,1.4,ETH,2711.59,['2308'],1,,,,,,
2022-05-24T15:27:42+00:00,Monkey Legends - Official,0.08,ETH,154.948,['4806'],1,,,,,,
2022-05-24T15:26:59+00:00,Blvck Genesis,0.07,ETH,135.5795,['4443'],1,,,,,,
2022-05-24T15:21:19+00:00,Okay Bears Yacht Club,0.0685,ETH,132.44475,['7655'],1,,,,,,
2022-05-24T15:20:04+00:00,FVCK_AVATAR//,0.149,ETH,288.17941,['5971'],1,,,,,,
2022-05-24T15:13:21+00:00,adidas Originals: Into the Metaverse,6,ETH,11610.96,['1'],1,,,,,,
2022-05-24T15:12:30+00:00,LinksDAO,0.259,ETH,501.20644,['2741'],1,,,,,,
2022-05-24T15:04:47+00:00,FVCK_AVATAR//,0.145,ETH,280.68375,['8529'],1,,,,,,
2022-05-24T14:59:48+00:00,The Orbs by BT,0.26,ETH,502.4968,['1984'],1,,,,,,
2022-05-24T14:57:51+00:00,LOSTPOETS POET,0.189,ETH,365.27652,['20816'],1,,,,,,
2022-05-24T14:54:19+00:00,Lucky Lion CLub,0.079,ETH,152.50081,['1891'],1,,,,,,
2022-05-24T14:54:03+00:00,Hyundai Metamobility - Shooting star,0.18,ETH,347.4702,['2956'],1,,,,,,
2022-05-24T14:53:22+00:00,Never Fear Truth  by Johnny Depp,0.21,ETH,405.3819,['989'],1,,,,,,
2022-05-24T14:52:17+00:00,BEANZ Official,1.4,ETH,2702.546,['1142'],1,,,,,,
2022-05-24T14:46:26+00:00,RTFKT PodX,0.52,ETH,1004.7492,['1'],1,,,,,,
2022-05-24T14:46:25+00:00,PunkScape,0.145,ETH,280.17045,"['6400', '5534', '5534', '6400', '4708', '5534', '4708', '5534']",8,,,,,,
2022-05-24T14:46:25+00:00,PunkScape,0.13,ETH,251.1873,"['5534', '5534', '5534', '4708', '4708', '6400', '6400', '5534']",8,,,,,,
2022-05-24T14:46:25+00:00,PunkScape,0.13,ETH,251.1873,"['5534', '5534', '5534', '4708', '4708', '6400', '6400', '5534']",8,,,,,,
2022-05-24T14:46:25+00:00,PunkScape,0.145,ETH,280.17045,"['6400', '5534', '5534', '6400', '4708', '5534', '4708', '5534']",8,,,,,,
2022-05-24T14:45:59+00:00,Hyundai Metamobility - Shooting star,0.18,ETH,347.859,['2955'],1,,,,,,
2022-05-24T14:45:24+00:00,GRAYCRAFT2,0.199,ETH,384.57745,['3500'],1,,,,,,
2022-05-24T14:45:24+00:00,Satoshibles,0.09,ETH,173.9295,"['3826', '4494', '3826', '4494']",4,,,,,,
2022-05-24T14:45:24+00:00,Satoshibles,0.109,ETH,210.64795,"['3826', '4494', '3826', '4494']",4,,,,,,
2022-05-24T14:44:58+00:00,TCG Dragon Cave Club,0.2,ETH,386.51,['5998'],1,,,,,,
2022-05-24T14:42:33+00:00,Hyundai Metamobility - Shooting star,0.18,ETH,347.859,['2957'],1,,,,,,
2022-05-24T14:40:03+00:00,TCG Dragon Cave Club,0.19,ETH,367.1845,['5759'],1,,,,,,
2022-05-24T14:38:41+00:00,Knights of Degen,0.2,ETH,386.956,['3163'],1,,,,,,
2022-05-24T14:38:35+00:00,Gen-F,0.13,ETH,251.5214,['7802'],1,,,,,,
2022-05-24T14:38:35+00:00,Habbo Avatars,0.11,ETH,212.8258,['2057'],1,,,,,,
2022-05-24T14:38:35+00:00,BFF,0.44,ETH,851.3032,['1347'],1,,,,,,
2022-05-24T14:37:57+00:00,Pirates of the Metaverse by Drip Studios,0.1,ETH,193.478,['4487'],1,,,,,,
2022-05-24T14:37:26+00:00,RTFKT - MNLTH,6.6,ETH,12769.548,['1'],1,,,,,,
2022-05-24T14:37:04+00:00,FVCK_AVATAR//,0.148,ETH,286.34744,['7055'],1,,,,,,
2022-05-24T14:36:16+00:00,CatBlox Genesis Collection,0.14,ETH,270.8692,['8308'],1,,,,,,
2022-05-24T14:29:38+00:00,Robotos,0.24,ETH,462.6792,['2307'],1,,,,,,
2022-05-24T14:28:54+00:00,Cool Pets,0.33,ETH,636.1839,['12803'],1,,,,,,
2022-05-24T14:28:20+00:00,ASMBrain,1.43,ETH,2756.7969,['405'],1,,,,,,
2022-05-24T14:28:20+00:00,EllioTrades NFT Collection,0.359,ETH,692.09097,['2722258935367507707706996859454145691744'],1,,,,,,
2022-05-24T14:26:57+00:00,Alien Frens Evolution,0.08,ETH,154.2264,['6355'],1,,,,,,
2022-05-24T14:26:32+00:00,GRAYCRAFT2,0.199,ETH,383.63817,"['3803', '3803', '3803', '3803']",4,,,,,,
2022-05-24T14:26:32+00:00,GRAYCRAFT2,0.23,ETH,443.4009,"['3803', '3803', '3803', '3803']",4,,,,,,
2022-05-24T14:25:33+00:00,Hyundai Metamobility - Shooting star,0.17,ETH,327.8807,['1450'],1,,,,,,
2022-05-24T14:23:55+00:00,FVCK_CRYSTAL//,0.53,ETH,1022.2163,['1666'],1,,,,,,
2022-05-24T14:21:39+00:00,GRAYCRAFT2,0.199,ETH,383.81329,['2178'],1,,,,,,
2022-05-24T14:20:24+00:00,PUNKS Comic 2,0.146,ETH,281.269,['9167'],1,,,,,,
2022-05-24T14:20:08+00:00,tubby cats by tubby collective,0.13,ETH,250.445,['13027'],1,,,,,,
2022-05-24T14:18:33+00:00,Lil Heroes,0.25,ETH,481.625,['5340'],1,,,,,,
2022-05-24T14:17:04+00:00,Jenkins the Valet,1.33,ETH,2562.245,['4935'],1,,,,,,
2022-05-24T14:13:25+00:00,Gutter Clones,0.11,ETH,211.9942,['8756'],1,,,,,,
2022-05-24T14:12:19+00:00,DeadFellaz,1.4,ETH,2698.108,['3'],1,,,,,,
2022-05-24T14:08:33+00:00,World of Women Galaxy,0.51,ETH,983.8155,['1385'],1,,,,,,
2022-05-24T14:04:24+00:00,Okay Bears Yacht Club,0.069,ETH,133.43013,['5941'],1,,,,,,
2022-05-24T14:03:41+00:00,DystoApez,0.258,ETH,498.91266,['1113'],1,,,,,,
2022-05-24T13:47:40+00:00,PREMINT Collector Pass - OFFICIAL,1.37,ETH,2674.3907,['8740'],1,,,,,,
2022-05-24T13:46:12+00:00,Otherdeed for Otherside,3.1,ETH,6051.541,['95401'],1,,,,,,
2022-05-24T13:45:03+00:00,Sandbox's LANDs,1.56,ETH,3041.9064,['133602'],1,,,,,,
2022-05-24T13:41:41+00:00,5KM,1.001,WETH,1951.88994,['658'],1,,,,,,
